link,title,price,city,square_footage,desc,bed_bath,attributes
https://orangecounty.craigslist.org/apa/d/san-juan-capistrano-beautiful/7261995087.html,"Beautiful Countryside, Secluded 3 Bed/2 Bath Ranch House","$2,895",San Juan Capistrano,1500ft2,"A private 3 bedroom/2 bathroom house,  is available for move-in in the secluded mountains of San Juan Capistrano. Located roughly 3 miles from Ortega Highway, 10 minutes from Gelson’s Market located in Sandero Shopping Center with ample amenities. , This beautiful countryside house is located on the outskirts of a stunning master ranch property and was developed as the ranch caretaker’s home. The house is within a gated master ranch property and accessed by dirt road. The owner of the ranch visits and will spend most weekends at the main house. , We are looking for an occupant that will have the right fit and chemistry for a friendly and cordial landlord/tenant relationship. Some minor responsibilities are part of the deal like looking over the dogs that live at the ranch, feeding them, and walking them or letting them run around. Opportunity to do part-time work on the ranch may be available but is not required. , Certain utilities are installed and landlord does not intend to be compensated, including electricity which is provided using solar energy, and water provided at 1,500 gallons per month. Water use above 1,500 gallons per month will be charged at a rate of $0.10 per gallon. Telecom and internet is connected, however, they will be switched over to the tenant at tenant's cost and responsibility. Trash pickup is included via the main trash location at the ranch., Rent: $2,895.00/month, Security Deposit: $2,895.00, Last Month's Rent: $2,895.00, Lease Term: 12-months",3BR / 2Ba,"cats are OK - purrr, dogs are OK - wooof, house, w/d in unit, no smoking, attached garage"
https://orangecounty.craigslist.org/apa/d/rancho-cucamonga-moving-to-inland-empire/7261939387.html,MOVING TO INLAND EMPIRE,"$2,600",Rancho Cucamomga,,"O E SAUNI E SUI NEI?, E i ai le matou lisi o fale. Matou te iloiloina uma tusi apalai & vaʻaia a matou lava tagata mautotogi., E leʻo se faʻafitauli se mataupu tau aitalafu!, Sauni e minoi!, Totogi faalemasina amata i le $ 1900.00 i le masina., 2 i le 5 potumoe fale & condos avanoa nei!, O fale e manaia potu moe, faʻaleleia o umukuka ma faletaele, ogaumu, auala tele, nofoaga lelei & sili atu., Valaʻau Carlos i le  show contact info,  pe alu i le www.rentacalifornia.com    ",3BR / 2Ba,"house, w/d hookups, attached garage"
https://orangecounty.craigslist.org/apa/d/garden-grove-room-for-rent/7261920132.html,Room for rent,$650,Garden Grove,,"Se renta cuarto por $650 con bano privado y cerca de Disneyland para una sola persona. Esta disponible para moverse. Para mayor informacion llame  show contact info, . Solamente Mujer. No: vicios, mascotas, o ninos,.",1BR / 1Ba,"house, no laundry on site, street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7261896134.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7261895983.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7261895838.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7261895682.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/orange-beautiful-view-bd-home-for-rent/7261844976.html,"Beautiful View, 4 bd Home for Rent","$3,900",Orange,1660ft2,"View single family home. New flooring,  fireplace.    ",4BR / 2Ba,"flooring: other, house, w/d in unit, attached garage, rent period: monthly"
https://orangecounty.craigslist.org/apa/d/trabuco-canyon-spacious-bed-bath-home/7261839899.html,Spacious 5 bed 5 bath home for rent,"$4,000",Trabuco Canyon,3250ft2,Spacious 5 bed/5 bath home in trabuco canyon for lease/rent short term or month to month for the next year.    ,5BR / 5Ba,"
friday 2021-01-15
, 
saturday 2021-01-16
, 
sunday 2021-01-17
"
https://orangecounty.craigslist.org/apa/d/garden-grove-newly-renovated-4bdrm-2bath/7261752677.html,Newly Renovated 4bdrm/2bath,"$2,950",Garden Grove,1600ft2,"Beautifully remodeled two-story, 4 bedroom, 2 bath home located in a quiet cul-de-sac!  The house features:, - Brand new never-used kitchen with new cupboards, countertops, stove, dishwasher, garbage disposal, sink, faucet, elegant recessed lighting-- All brand new!, - New hardwood flooring in kitchen, bathroom, and all bedrooms, - New carpet in living room, - Completely redone bathroom with new shower stall, flooring, vanity, medicine cabinet, lights, mirror, - Private two-car garage with laundry hook ups, - Large backyard with no neighbor behind-- perfect for gardening., - Large covered patio for entertaining, Close to 22 fwy (Haster Exit), 5 fwy, and 57 fwy.  Close to Anaheim Resort, Disneyland, Courthouse, the Outlets at Orange, Looking for tenant with good credit to make this their home. 12 month lease. Employment and prior rental verification. Monthly household income must exceed 2x monthly rent., Email to make an appointment to view the property and for rental application, Occupancy is limited to residents on the lease and no business or sublets will be allowed.    ",4BR / 2Ba,"flooring: wood, house, w/d hookups, attached garage, rent period: yearly"
https://orangecounty.craigslist.org/apa/d/orange-bedroom-bath-old-towne/7261675420.html,"2 Bedroom, 1 Bath Old Towne","$2,400",Ladera Ranch,900ft2,"2 Bedroom.  1 private parking spot, Parking:,  - Easy Quiet Street Parking, open directly in front of unit., Dining:,  - Four Seats at Indoor Peninsula or Outside Table.    ",2BR / 1Ba,"house, w/d in unit, street parking"
https://orangecounty.craigslist.org/apa/d/ladera-ranch-covenant-hills-in-ladera/7261661202.html,Covenant Hills in Ladera Ranch 3 bedroom plus office/den,"$4,500",Ladera Ranch,2100ft2,"Settled on a picturesque cul-de-sac street in the exclusive and rarely available guard-gated enclave of Covenant Hills, this dramatic 3-bedroom 2.5 bath townhome offers the feel & privacy of a luxurious detached Tuscan estate. Surrounded by multi-million-dollar homes, this striking residence boasts Italian porcelain & hardwood flooring, custom millwork & Restoration Hardware' lighting fixtures throughout. Estate sized kitchen- fit for the professional chef with its premium culinary accoutrements; granite countertops, hardwood cabinetry, wood exhaust hood & KitchenAid' appliances. 3 sets of French doors open to enhance the indoor/outdoor entertainment options extended by this hospitable home. Proceed through the archways defining the dining loggia to a spacious & private rear yard- a European-style ""secret garden"" highlighted by a rustic slate patio, brick & copper fireplace & BBQ island with beverage fridge & stainless grill. Open to the kitchen, an inviting great room welcomes friends & family with a cozy stone fireplace. A romantic second-story master suite offers volume ceilings, private veranda, spacious walk-in closet & luxurious master bath with rich marble flooring, dual vanities, deep soaking tub, Juliet balcony & large stall shower. Completing this property is a private paver stone driveway that extends to a two-car garage w/built-in storage cabinets & work bench. Short walk to Covenant Hills Club, Oso Grande Elementary    ",3BR / 3Ba,"flooring: tile, house, w/d in unit, attached garage, rent period: yearly"
https://orangecounty.craigslist.org/apa/d/huntington-beach-ocean-air-apartment/7261657701.html,OCEAN AIR APARTMENT HOMES,"$3,495",Huntington Beach,1800ft2,"Beautiful two story 3 Bdrm/2.5 Ba 1800 sf. house for rent. Central heating and A/C, newer appliances: dishwasher, gas stove, and washer/dryer. Laminate flooring (carpet in all bedrooms and hallway only) and two-tone paint. Large Master bedroom with spacious walk -in closet. Private patio, attached 2-car garage and assigned parking. This home is located within a quiet garden community half a block from Huntington Beach Central Park and Sports Complex. You will have access to an on-site Fitness center, sparkling pool and friendly on-site Management team at your service. Small pets welcome. We invite you to drive thru and view the community or please call  show contact info,  to schedule an appointment for a tour., do NOT contact me with unsolicited services or offers    ",3BR / 2.5Ba,"cats are OK - purrr, dogs are OK - wooof, house, w/d in unit, attached garage"
https://orangecounty.craigslist.org/apa/d/corona-del-mar-cdm-four-bedroom-and/7261645591.html,Cdm four bedroom and three full bath home,$0,Corona Del Mar,3250ft2,"This beautiful , corona Del Mar home offers - , Four Bedrooms , Three Baths , Three Patios , Two Fireplaces , Two car Garage￼￼. , Located in the heart of corona Del Mar where truly coastal living is￼ exemplified by its surroundings. , Located on the in corner of Marigold and fifth street adjacent from the oasis senior center, Jasmine Park, Corona Del Mar state beach, local shopping, Fashion Island and John Wayne airport. , There will be a considerable amount of remodeling after tenant vacates January 31st, 2021. ￼ tenant was there for many years., More photos to come after remodel has been completed. (3 Baths/kitchen) , Plenty of privacy within the home and outdoor areas from prying eyes or for the very social the front yard patio were barbecues and great stories can be held under the stars..￼, It’s very quiet neighborhood, the houses surrounding all have been remodeled so not worry for a tear down and rebuild during your occupancy. , Dog would be $50 and cat would be $35 additional per month.  Pets determined on a case by case basis., As of January 20, 2021., move-in date is set for March 1, 2021., Best regards,, Brett, show contact info, ￼    ",4BR / 3Ba,"cats are OK - purrr, dogs are OK - wooof, flooring: wood, house, w/d hookups, no smoking, attached garage, rent period: monthly"
https://orangecounty.craigslist.org/apa/d/dana-point-exceptional-opportunity-in/7261638891.html,Exceptional Opportunity In Dana Point,"$4,450",Monarch Beach,1700ft2,"Exceptional opportunity to lease in Monarch Beach! This 3 bedroom, 2.5 bath home is located in A guard gated ""ocean close"" community walking distance to the Monarch Beach Resort, Ritz Carlton Resort, a neighborhood shopping center and most importantly.. the beach! Open and spacious, light and bright! Plantation shutters throughout! Totally finished 2 car garage with additional storage.. Fantastic ocean view deck and stairway. Mirrored doors, walk in closets. Kitchen appliances include 5 burner gas range, dishwasher, and microwave. Vaulted ceilings in living and dining room areas. A very open and spacious floor plan and feeling. Fireplace in family room! Master bedroom features dual sinks, walk in closet, and spectacular panoramic and ocean views off the large deck! Finished flooring and storage in the 2 car attached garage with direct access! Private walking trail to Salt Creek Beach/ocean without ever leaving the community! Walking distance to both the Ritz Carlton Resort and the Monarch Beach Resort. Minutes away from Ocean Ranch shopping center and Dana Point Harbor with all of its shopping, restaurants and providing easy access to the I-5 freeway. A must see!, Hi!!.... Looking for the Hottest Leases in Orange County? Please go to, WWW.MYOCPROPERTY.COM/HOMESEARCH    ",3BR / 2.5Ba,"house, w/d in unit, attached garage"
https://orangecounty.craigslist.org/apa/d/anaheim-private-room-home-with-awesome/7261544601.html,PRIVATE ROOM.  Home with AWESOME POOL,$780,Anaheim,,"PREFER TEXT.  NO CALLs or EMAIL PLEASE , We have A beautiful  PRIVATE BEDROOM.  Backyard is big and has BIG BEAUTIFUL POOL, Details of the room for rent:, * One person per room.  This room is for single occupancy only. , * Large, sliding mirror door closet , * Big windows brings in lots of light, * Hard wood floors in the bedroom, tiles and granite in the bathroom , * Tenant MUST HAVE GOOD JOB; GOOD CREDIT SCORE (680+) OR have co-signer. No exceptions . , * No Pets – some tenants are allergic to fur, Prefer M.A.L.E, Details of the house:, * FULL ACCESS to kitchen, living room, washer/dryer, * All current tenants are professional, clean, quiet, and respectful. Co-ed.  , * Owner does not live in this house.  , *  We are primarily looking for a roommate who is clean responsible and respectful of our home. , * Must be CLEAN and clean, especially in the common areas. , * Our roommate will have full house privileges:  use of kitchen and the washer and dryer. ,  * Laundry in the house, * Two large refrigerators, * Hard wood floors and granite countertops throughout the house, * Tile and Hardwood floor, new appliances., * Spacious with Open floor plan. , * Large Kitchen opens into the living area. , * Huge windows with light and bright. , * Gated community,, * Non-smoking house.  , * One year lease. , Please TEXT/call me at  show contact info,   if you are interested. NO Email please., Cross Street is State College and Sunkist  in Anaheim.  Between State College and the 57 FWY, Location Perks: minutes to Cal State Fullerton, Chapman University, UCI Medical Center, the Block at Orange (the outlet at Orange), Angel Stadium, Disneyland, MainPlace Mall, Orange Circle, , 1 minute to I-5 fwy, Minutes 57 fwy, 55 fwy, and 22 fwy    ",1BR / 1Ba,"house, w/d in unit, street parking"
https://orangecounty.craigslist.org/apa/d/laguna-beach-the-collective-properties/7261415074.html,The Collective Properties- Property Management,$0,Laguna Beach,5000ft2,"Laguna Beach local property management services, since 1980. Family owned, Broker Melinda Zoller, DRE 01425941. , Offering full service property management for residential and income property home owners., Tailored to Landlords specific needs, we take care of everything so owners can use their time more wisely., Full professional photography of every property for the best marketing potential, properties are advertised on many syndicated sites and private sites as well as the MLS. , Tenants are thoroughly vetted, a full application is processed, references are checked out, income verified, a full credit report with FICO score as well as criminal and eviction history is required., Maintenance of properties is well looked after by The Collective managers, we utilize the best and most trusted vendors at reasonable rates. We pride ourselves on our property collection, and want to maintain the buildings to keep income on an upward spiral for owners., Contract negotiation and execution is our specialty, every detail is gone over with the Landlord for authorization before a contract is finalized., Rent collection, tenant communications, repair initiation, quick response times for calls or requests from tenants and landlords. Many other services available upon request. , State of the art property management software with Landlord and Tenant portals for online ease of use. Financial statements for landlords at quarterly intervals., Call for a free consultation, we would love to meet you!  show contact info",0BR / 1Ba,"house, w/d in unit, off-street parking"
https://orangecounty.craigslist.org/apa/d/laguna-beach-amazing-panoramic-ocean/7261414638.html,Amazing Panoramic Ocean Views,"$12,000",Laguna Beach,5000ft2,"Panoramic ocean views from every room in this amazing palatial home located in the Portafina neighborhood above Victoria Beach in Laguna Beach. Stone flooring and new carpet throughout the home as well a hardwood. A giant open living/ kitchen/ dining area on the main floor, with windows that open to an ocean view deck. The gourmet kitchen has granite counters, a 6- burner Viking range, all stainless steel appliances. The main floor also has a media room ready for a projection screen. The Master suite boasts an ocean view deck, en-suite master bath with an ocean view jacuzzi tub, a separate shower with tumbled stone tiles, a walk-in closet, and an extra large storage room. There are granite vanities in all the bathrooms, beautiful custom iron railing, a garage with finished epoxy floors, exceptional tile work on the exterior landscape, multiple decks, and a gorgeous, yes, ocean view pool on it's own lot! Pride of ownership shows throughout this remodeled and upgraded designer home. Central A/C makes this the perfect resort home in Laguna Beach. Call  show contact info, . Unfurnished. 12 month lease.    ",5BR / 5Ba,"broker fee details: 2.5% of first year rent, cats are OK - purrr, dogs are OK - wooof, flooring: tile, house, w/d in unit, listed by: Melinda Zoller, Broker, no smoking, attached garage, rent period: monthly"
https://orangecounty.craigslist.org/apa/d/irvine-junior-master-private-bath/7261231575.html,Junior master + private bath,$900,Irvine,202ft2,"Available until ad is taken down.  , Junior master (15 x 13.5) and private bathroom available. Rent + split utilities (approx $75-85), Seeking ONE housemate who will share the 1600 square space of a 3 bedroom, 2.5 bathroom, two story  house with only one other professional. , Enjoy living in a safe and quiet neighborhood near the 5 fwy, major shopping center, and beautiful walking/biking trail (near corner of Irvine Blvd and Culver)., Features of home:, - whole house water filtration system , - 1600 sq. foot house, - Newly renovated kitchen and bathrooms, - Vaulted ceilings, - Wrap around patio, Ideal candidates have , - strong credit history, - can pay one month deposit, - light cooking, - ok with no TV in common area, - ok w light shared cleaning of common area (or willing to pitch in an agreed upon housecleaning fee), Serious applicants will be required to pay a $30 for a credit, background check. , Please no smokers, overnight guests, or pets., Thank you for your interest and I look forward to speaking with you over the phone first!    ",3BR / 2.5Ba,"house, laundry in bldg, no smoking, street parking"
https://orangecounty.craigslist.org/apa/d/irvine-jr-master-private-bath/7261230939.html,Jr master + private bath,$950,Irvine,202ft2,"Available until ad is taken down.  , Junior master (15 x 13.5) and private bathroom available. , Seeking ONE housemate who will share the 1600 square space of a 3 bedroom, 2.5 bathroom, two story  house with only one other professional. , Enjoy living in a safe and quiet neighborhood near the 5 fwy, major shopping center, and beautiful walking/biking trail (near corner of Irvine Blvd and Culver)., Features of home:, - whole house water filtration system , - 1600 sq. foot house, - Newly renovated kitchen and bathrooms, - Vaulted ceilings, - Wrap around patio, Ideal candidates have , - strong credit history, - can pay one month deposit, - light cooking, - ok with no TV in common area, - ok w light shared cleaning of common area (or willing to pitch in an agreed upon housecleaning fee), Serious applicants will be required to pay a $30 for a credit, background check. , Please no smokers, overnight guests, or pets., Thank you for your interest and I look forward to speaking with you over the phone first!    ",3BR / 2.5Ba,"house, laundry in bldg, no smoking, street parking"
https://orangecounty.craigslist.org/apa/d/westminster-bedrooms-in-private-house/7261219029.html,2 Bedrooms in private house for rent,"$1,800",Westminster,1000ft2,"2 bedrooms with private bathroom, new kitchen, and living room available for rent in a private 4 bedroom house.  Totally separate entrance and totally separate living area.  Quiet neighborhood, newly remodeled house with shared pool and backyard.  Great for a family. No pets allowed. Monthly rent is $1,800 per month and rent includes gas, electric, trash and water as well as includes free washing machine and laundry access. Non-smoking. Move in ready, January 31. Serious interested parties, please text  show contact info, . Credit check and Security deposit required. Don't miss this one.",2BR / 1Ba,"application fee details: $35 credit check-waived bring a copy of recent credit report (30 days or less), flooring: tile, house, laundry on site, no smoking, street parking, rent period: monthly"
https://orangecounty.craigslist.org/apa/d/fullerton-bed-25-bath-story-sfh-in/7261192797.html,4 bed 2.5 bath 2-story SFH in Gated community,"$4,000",Fullerton,2559ft2,This 2559 square foot single family home has 4 bedrooms and 2.5 bathrooms. ,4BR / 2.5Ba,"cats are OK - purrr, dogs are OK - wooof, flooring: wood, house, w/d in unit, no smoking, attached garage, rent period: monthly"
https://orangecounty.craigslist.org/apa/d/simi-valley-place-to-call-home/7261132835.html,A place to call home,"$1,050","2181 Brentwood St Central Simi Valley, Simi Valley, Ca",1651ft2,"Welcome home to this modern farmhouse beauty! Once you open the door you are greeted with an open floor plan with a large living room, dining room, and kitchen perfect for entertaining. The newly renovated kitchen is complete with custom cabinetry throughout, stainless steel appliances, and beautiful quartz countertops. Wood like flooring and recessed lights throughout give this home a warm, modern feel. This is a 3 bedroom 2 bath single story home which features a large master suite complete with a walk in closet and remodeled bathroom. , Text me on my cell phone number: show contact info",3BR / 2Ba,"cats are OK - purrr, dogs are OK - wooof, furnished, house, w/d in unit, attached garage, wheelchair accessible"
https://orangecounty.craigslist.org/apa/d/la-habra-beautiful-studio/7258723132.html,Beautiful Studio,"$1,099",La Habra Heights,,"*****BEAUTIFUL STUDIO*****, STUDIO/ 1Bath, $1099 Month., $999 Deposit, ALL UTILITIES INCLUDED!!, Cable TV and Wifi Included, $25 Quick easy application process, * Proof and verify current income, * Prior residence reference, **Studio for a single person ONLY**, Private Property, Refrigerator and electric cooktop Included., Private Parking (one vehicle only), On site management, Quiet, Clean environment and very nice view., 60 FWY access    ",1BR / 1Ba,"application fee details: $25, flooring: wood, house, no laundry on site, carport, rent period: monthly"
https://orangecounty.craigslist.org/apa/d/diamond-bar-bedroom-bath-living-room/7253161196.html,"1 Bedroom, 1 bath, 1 Living Room (with Kitchen), Private Entry","$1,450",Diamond Bar,,"-	1 Bedroom, 1 Bath, 1 Living Room / Study Room with Private Kitchen & Private Entry, -	Good for a responsible student or working professional, -	Completely private space with private entry, private bathroom in a quiet and safe neighborhood, -	Close to Cal Poly, Cal State Fullerton and Mt SAC, -	Includes all utilities, Wifi, -	Rent $1450 + Deposit",1BR / 1Ba,"flooring: wood, house, laundry on site, street parking, rent period: yearly"
https://orangecounty.craigslist.org/apa/d/huntington-beach-bedroom-bath-home-with/7254499424.html,3 Bedroom 2 Bath Home With Bonus Room,"$3,495",Huntington Beach,1300ft2,"3 Bedroom 2 Bath Home With Bonus Room,, Property Address, 16221 Fantasia Lane | Huntington Beach, CA 92649,   Available: Now, Offered By, Orange County Property Management, Inc, Description,     3 Bedroom 2 Bath Home With Bonus Room, Office, Kitchen With New Stainless Steel, Stove, Hood, Dishwasher, Tile Flooring, Livingroom With Fireplace, Pergo Flooring, Separate Dining, New Carpet, 2nd Bath With New Vanity, Laundry Hook-Up’s, Double Enclosed Garage With Opener, Front and Back Yard With Gardener Included, Near Park, Schools, And More. , PET: ?, Amenities, Kitchen With Stainless Steel Appliances, Stove, Dishwasher, Tile Flooring, Livingroom with Fireplace, Pergo Flooring, separate Dining, New Carpet, 2nd bath with New Vanity, Laundry Hook-ups, Double Enclosed Garage with Opener, Front and Back Yard With Gardener Included, Details, Beds/Baths: 3BD/2.0BA, Square Feet: 1,300, Rental Terms, Rent: $3,495.00 ,     Available: Now,     Application Fee: $35.00,     Security Deposit: $3,500.00,   , Pet Policy, Small dogs allowed",3BR / 2Ba,"house, w/d hookups, detached garage"
https://orangecounty.craigslist.org/apa/d/anaheim-private-room-awesome-pool/7260969014.html,PRIVATE ROOM.  AWESOME POOL,$780,Anaheim,,"PREFER TEXT.  NO CALLs or EMAIL PLEASE , We have A beautiful  PRIVATE BEDROOM.  Backyard is big and has BIG BEAUTIFUL POOL, Details of the room for rent:, * One person per room.  This room is for single occupancy only. , * Large, sliding mirror door closet , * Big windows brings in lots of light, * Hard wood floors in the bedroom, tiles and granite in the bathroom , * Tenant MUST HAVE GOOD JOB; GOOD CREDIT SCORE (680+) OR have co-signer. No exceptions . , * No Pets – some tenants are allergic to fur, Prefer M.A.L.E, Details of the house:, * FULL ACCESS to kitchen, living room, washer/dryer, * All current tenants are professional, clean, quiet, and respectful. Co-ed.  , * Owner does not live in this house.  , *  We are primarily looking for a roommate who is clean responsible and respectful of our home. , * Must be CLEAN and clean, especially in the common areas. , * Our roommate will have full house privileges:  use of kitchen and the washer and dryer. ,  * Laundry in the house, * Two large refrigerators, * Hard wood floors and granite countertops throughout the house, * Tile and Hardwood floor, new appliances., * Spacious with Open floor plan. , * Large Kitchen opens into the living area. , * Huge windows with light and bright. , * Gated community,, * Non-smoking house.  , * One year lease. , Please TEXT/call me at  show contact info,   if you are interested. NO Email please., Cross Street is State College and Sunkist  in Anaheim.  Between State College and the 57 FWY, Location Perks: minutes to Cal State Fullerton, Chapman University, UCI Medical Center, the Block at Orange (the outlet at Orange), Angel Stadium, Disneyland, MainPlace Mall, Orange Circle, , 1 minute to I-5 fwy, Minutes 57 fwy, 55 fwy, and 22 fwy    ",1BR / 1Ba,"house, w/d in unit, street parking"
https://orangecounty.craigslist.org/apa/d/garden-grove-2bath-newly-renovated/7260950188.html,"2Bath Newly Renovated House for Rent, 4 Car Parking","$2,400",Garden Grove,,"Located in Garden Grove, near Garden Grove Blvd and Newland., 4 Minutes Away from 22 Freeway, and 10 Minutes from 405 Freeway, AMENITIES INCLUDE:, * Remodeled kitchen with new stainless finished appliances, plenty of counter and cabinet space., * New paint throughout and rich new hardwood vinyl laminate floor in living room and bedrooms., * Spacious living room with wall AC and multiple windows., * Two bedrooms with ample closet space., * Remodeled bathroom features new cabinetry, fixtures and mirror and a tiled shower tub ., * Interior laundry hook-ups with newly purchased washer and dryer., * Driveway can accomodate up to 4 parking spots exclusive to this house, * Great location, close to H-Mart, Stater Brothers, Lantana of Stanton.. Biking distance close to all supermarket grocery stores and 2 streets away from 22 Freeway., OTHER DETAILS:, Pets - Small dog may be considered with exceptional income and credit and increased deposit., Smoking or vaping - Outside of House is Allowed, Utilities - Tenant responsible, Other Services - Gardening services provided by owner., LEASING REQUIREMENTS:, 1) All adults (18 or older) who will reside in the home must submit an online application with copy of their ID and proof of income (if any)., 3) We will run a credit report and we require good credit, In unit Washing Machine, Air Conditioning, Refrigerator Fridge, Microwave, and Furniture set available, Patio for Entertaining/BBQ., Please Contact :, John    ",2BR / 2Ba,"cats are OK - purrr, dogs are OK - wooof, flooring: wood, furnished, house, w/d in unit, carport, rent period: yearly"
https://orangecounty.craigslist.org/apa/d/westminster-charming-bedroom-house/7260952496.html,Charming 2 Bedroom house,"$2,900","Midway City, Huntington Beach, Westminster, Garden Grove",,"Super Clean (2 Bedroom / 1 Bathroom) Classic Bungalow House with Great Location Between The 405 Freeway & The 22 Freeway and Just 7 Miles to the Beach. This Beautiful Home Has Many Amenities Including: Hardwood Floors Throughout, Central A/C, French Doors, Ceiling Fans, New Interior Paint, Wood Blinds, Dual Pane Windows, Recessed Lighting, Built-In Cabinets & Shelves, Dishwasher, Fireplace, Formal Dining Room, 2 Large Workshop/Storage Units in Backyard, Huge ""Park Like"" Front and Backyards, Auto Sprinklers, 2 Car Garage and R.V. Parking. ****Owners Pays Gardener, Water & Trash****, 8191 Roosevelt Ave, Midway City, CA 92655, Call/Text Broker Tim, show contact info",2BR / 1Ba,"dogs are OK - wooof, flooring: wood, house, w/d hookups, no smoking, detached garage, rent period: yearly"
