link,bbfrodo,price
https://orangecounty.craigslist.org/apa/d/fullerton-adorable-bedroom-bath-home/7225614314.html,Adorable 3 Bedroom 2 Bath Home,"$2,100"
https://orangecounty.craigslist.org/apa/d/laguna-beach-must-see-welcome-to/7225598523.html,MUST SEE! Welcome to Seacroft - an ultra-charming,"$3,600"
https://orangecounty.craigslist.org/apa/d/seal-beach-impeccable-bdrm-274-ba/7225605068.html,"Impeccable 3 Bdrm, 2.74 Ba, 2100sf home, 2-story - Rent to own -","$2,800"
https://orangecounty.craigslist.org/apa/d/irvine-4bedroom-townhouse-in-eastwood/7225564925.html,4Bedroom Townhouse in Eastwood,"$3,950"
https://orangecounty.craigslist.org/apa/d/newport-beach-home-for-rent-overlooking/7218580389.html,Home for Rent!! Overlooking the Back Bay!!,"$6,500"
https://orangecounty.craigslist.org/apa/d/irvine-renovated-bedroom-furnished-with/7212496929.html,Renovated bedroom Furnished with fresh update,$645
https://orangecounty.craigslist.org/apa/d/newport-beach-gorgeous-story-home/7218649225.html,Gorgeous 2 story home!,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-spectacular-story-home/7218585635.html,Spectacular 2 story home with a view!,"$6,500"
https://orangecounty.craigslist.org/apa/d/mission-viejo-friendly-neighborhood/7225539123.html,"Friendly neighborhood. Easy access to your basic needs like shops, par","$3,830"
https://orangecounty.craigslist.org/apa/d/laguna-beach-private-studio-apartment/7223970808.html,Private Studio Apartment in Beautiful Laguna Beach,"$2,200"
https://orangecounty.craigslist.org/apa/d/irvine-light-and-bright-bedroom-25-bath/7225386313.html,Light and bright 3 bedroom 2.5 bath townhome,"$2,950"
https://orangecounty.craigslist.org/apa/d/orange-bed-bath-walking-distance-to/7225360649.html,4 bed 3 bath walking distance to Chapman University,"$4,500"
https://orangecounty.craigslist.org/apa/d/orange-spacious-bedrooms-bath-in-orange/7221735965.html,⥎ Spacious 2 Bedrooms 1 Bath in Orange ⥎,"$1,950"
https://orangecounty.craigslist.org/apa/d/orange-make-this-beautiful-house-your/7221728429.html,☞☞ Make This Beautiful House Your New Home,"$2,500"
https://orangecounty.craigslist.org/apa/d/el-toro-large-6000sqft-equestrian/7225161603.html,"LARGE 6,000sqft. Equestrian Estate - Professional Individuals***","$1,600"
https://orangecounty.craigslist.org/apa/d/fullerton-single-story-home-with/7225105088.html,Single story home with a sparkling pool,"$1,500"
https://orangecounty.craigslist.org/apa/d/anaheim-1750-sq-ft-lovely-family-home/7225066253.html,1750 sq. ft. lovely family home,"$2,600"
https://orangecounty.craigslist.org/apa/d/aliso-viejo-room-for-rent-available/7222247004.html,Room for rent available.,$800
https://orangecounty.craigslist.org/apa/d/irvine-beautiful-spacious-home-wood/7208820617.html,Beautiful Spacious Home w/ Wood Floors Throughout and Upgrades!!!,"$4,500"
https://orangecounty.craigslist.org/apa/d/irvine-beautiful-home-wood-floors/7208827519.html,Beautiful Home w/ Wood Floors Throughout and Fridge Included!!,"$3,400"
https://orangecounty.craigslist.org/apa/d/irvine-spacious-upgraded-home-in/7208814709.html,Spacious Upgraded Home in Uniquely Nice Private Area!!!,"$3,600"
https://orangecounty.craigslist.org/apa/d/orange-beautiful-renovated-move-in/7224973452.html,Beautiful Renovated Move In Ready home.,$580
https://orangecounty.craigslist.org/apa/d/dana-point-few-blocks-away-to-awesome/7225001191.html,Few blocks away to awesome coastal view Safe Clean peaceful community.,"$5,780"
https://orangecounty.craigslist.org/apa/d/foothill-ranch-single-family-house-with/7224973482.html,Single Family house with 4 suites and a loft,"$3,800"
https://orangecounty.craigslist.org/apa/d/irvine-wanted-small-house-yard-gargage/7224929616.html,"Wanted: Small House w/Yard, Gargage (attached or not)","$2,100"
https://orangecounty.craigslist.org/apa/d/ladera-ranch-wonderful-opportunity-to/7221905131.html,"Wonderful opportunity to live in this popular floor plan, located in a","$3,000"
https://orangecounty.craigslist.org/apa/d/hemet-beautiful-guest-house/7212628868.html,BEAUTIFUL GUEST HOUSE,"$1,195"
https://orangecounty.craigslist.org/apa/d/irvine-highly-upgraded-brand-new-single/7224673008.html,"Highly Upgraded Brand New Single Family Residence, in","$4,100"
https://orangecounty.craigslist.org/apa/d/placentia-studio-for-rent/7224626542.html,Studio For Rent,"$1,200"
https://orangecounty.craigslist.org/apa/d/fourchu-new-low-pricebeautiful-rear/7216972605.html,"NEW LOW PRICE!Beautiful Rear House 2bd 1ba patio, 1 car garage","$2,350"
https://orangecounty.craigslist.org/apa/d/placentia-story-custom-home-gated/7224499859.html,2 Story Custom Home - Gated Community,"$3,970"
https://orangecounty.craigslist.org/apa/d/newport-beach-24th-st-oceanside-newport/7224494372.html,"24th St., Oceanside Newport Beach Penthouse Unit for Rent!","$5,500"
https://orangecounty.craigslist.org/apa/d/irvine-tyler-place/7216350589.html,2 Tyler Place,"$4,200"
https://orangecounty.craigslist.org/apa/d/irvine-mature-professional-couple/7224389875.html,Mature professional couple looking for house,"$3,000"
https://orangecounty.craigslist.org/apa/d/garden-grove-conveniently-located-near/7221653494.html,"Conveniently located near shopping centers, restaurants and freeways !","$1,100"
https://orangecounty.craigslist.org/apa/d/foothill-ranch-bedroom-house-in-irvine/7223991855.html,3 bedroom House in Irvine,"$3,050"
https://orangecounty.craigslist.org/apa/d/lake-forest-room-for-rent-cuarto/7223880676.html,Room for Rent/ Cuarto Disponible for $800,$800
https://orangecounty.craigslist.org/apa/d/huntington-beach-reside-in-this/7223818634.html,Reside in this prestigious home available for lease.,"$6,015"
https://orangecounty.craigslist.org/apa/d/tustin-get-ready-because-this-beautiful/7223762033.html,Get ready because this beautiful will be available,"$3,215"
https://orangecounty.craigslist.org/apa/d/san-clemente-available-immediately-is/7223758247.html,Available immediately is this gorgeous house with amazing views,"$4,915"
https://orangecounty.craigslist.org/apa/d/san-clemente-free-list-san-clemente/7208820867.html,FREE LIST - San Clemente Rentals,"$2,500"
https://orangecounty.craigslist.org/apa/d/westminster-furnished-private-guest/7223637222.html,Furnished Private Guest House for rent,"$1,200"
https://orangecounty.craigslist.org/apa/d/costa-mesa-charming-eastside-costa-mesa/7223573555.html,Charming Eastside Costa Mesa Cottage With Yard,"$3,600"
https://orangecounty.craigslist.org/apa/d/long-beach-halfway-to-los-angeles-or-oc/7223556111.html,Halfway to Los Angeles or  OC - LB 2 BR PLUS OFFICE (Separate)  House,"$3,600"
https://orangecounty.craigslist.org/apa/d/hawaiian-gardens-bedroom-bathroom-house/7223345713.html,2 Bedroom 1 Bathroom House 1995.00,"$1,995"
https://orangecounty.craigslist.org/apa/d/fullerton-detached-3bd-2ba-2car-garage/7223292582.html,Fullerton detached 3bd 2ba 2car garage,"$2,525"
https://orangecounty.craigslist.org/apa/d/irvine-pet-friendly-home-available-for/7223217102.html,Pet friendly home available for lease in this amazing city,"$3,265"
https://orangecounty.craigslist.org/apa/d/newport-coast-upgraded-to-perfection/7223218242.html,Upgraded to perfection,"$6,815"
https://orangecounty.craigslist.org/apa/d/whittier-california-ranch-style-home/7211743673.html,"California Ranch Style Home with Huge Yard, 3 bed, 2 bath","$3,650"
https://orangecounty.craigslist.org/apa/d/anaheim-own-this-bed-bath-home-with/7223025253.html,**Own This 3 Bed 2 Bath Home With LITTLE Money Down**,$0
https://orangecounty.craigslist.org/apa/d/irvine-single-story-4br-2ba-home-on-cul/7222970676.html,Single Story 4BR 2BA Home on Cul-De-Sac,"$3,100"
https://orangecounty.craigslist.org/apa/d/newport-beach-spectacular-views-with/7206902087.html,Spectacular views with this gorgeous house for rent,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-two-story-house-with/7206964085.html,Two story house with amazing view of the back bay,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-gorgeous-two-story-house/7206525730.html,Gorgeous two story house with amazing view of the back bay,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-gorgeous-two-story-house/7206514952.html,Gorgeous two story house with amazing view,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-beautiful-two-story-house/7206511171.html,Beautiful two story house for rent,"$6,500"
https://orangecounty.craigslist.org/apa/d/santa-ana-nod-not-sure-what-your/7222806861.html,NOD not sure what your options are? Call me!,$0
https://orangecounty.craigslist.org/apa/d/quite-the-cabin-in-mountains-make/7222772747.html,Quite the cabin in mountains!  Make yourself at home at this,$800
https://orangecounty.craigslist.org/apa/d/newport-beach-looking-for-the-ideal-bed/7222732291.html,Looking for the ideal 2 bed / 2 bath? Check out Fairway Villas Apartme,"$2,525"
https://orangecounty.craigslist.org/apa/d/anaheim-lovely-anaheim-pool-home-mile/7222327801.html,Lovely Anaheim Pool Home 1 Mile to Disney,"$3,100"
https://orangecounty.craigslist.org/apa/d/costa-mesa-peaceful-community/7222378077.html,"Peaceful community, accessible, and spacious. Provides homey & chill v","$3,905"
https://orangecounty.craigslist.org/apa/d/aliso-viejo-safely-enclosed-carport/7222371292.html,"Safely enclosed carport, Superb home with tons of great opportunity..","$3,130"
https://orangecounty.craigslist.org/apa/d/irvine-bedroom-home-in-irvine/7222359180.html,4 Bedroom Home in Irvine,"$3,595"
https://orangecounty.craigslist.org/apa/d/newport-beach-amazing-amenities-can-be/7222306803.html,"Amazing amenities can be yours at Fairway Villas Apartments! 2 bed, 2","$2,525"
https://orangecounty.craigslist.org/apa/d/irvine-beautiful-deerfield-3bd-home-in/7222230087.html,"Beautiful, Deerfield 3BD Home in Irvine - AVAILABLE FOR RENT!!","$1,900"
https://orangecounty.craigslist.org/apa/d/orange-beautiful-craftsman-in-historic/7205943416.html,Beautiful Craftsman in Historic Old Town Orange,"$2,895"
https://orangecounty.craigslist.org/apa/d/santa-ana-all-the-comforts-of-home/7222031596.html,All the Comforts of Home,"$1,950"
https://orangecounty.craigslist.org/apa/d/tustin-guest-house-for-rent-new/7221902552.html,Guest house for rent - New Construction,"$2,400"
https://orangecounty.craigslist.org/apa/d/ladera-ranch-new-interior-exterior/7221824585.html,"new interior, exterior paint, newly refinished hardwood floors","$3,025"
https://orangecounty.craigslist.org/apa/d/newport-beach-house-with-fabulous-views/7204522068.html,House with fabulous views overlooking the back bay,"$6,500"
https://orangecounty.craigslist.org/apa/d/costa-mesa-amazing-bed-bath-home-costa/7221574373.html,Amazing 3 bed/2 bath Home Costa Mesa,"$3,400"
https://orangecounty.craigslist.org/apa/d/irvine-lowest-priced-bedroom-bathroom/7221564250.html,Lowest priced 3 bedroom 2 bathroom single level single family home in,"$3,000"
https://orangecounty.craigslist.org/apa/d/newport-beach-cute-cottage-with-yard/7221146937.html,Cute Cottage with Yard,"$3,000"
https://orangecounty.craigslist.org/apa/d/newport-beach-beautiful-two-story-house/7205393751.html,Beautiful two story house with amazing view,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-house-with-gorgeous-views/7205740876.html,House with Gorgeous views overlooking back bay,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-you-have-to-see-us-to/7221098887.html,"You have to see us to believe us! Beautiful 2 bed, 2 bath, 1200 SqFt","$2,525"
https://orangecounty.craigslist.org/apa/d/orange-4b-house-for-rent-in-orange/7220937500.html,4b House for rent in Orange,"$4,900"
https://orangecounty.craigslist.org/apa/d/westminster-cozy-br-guesthouse-near/7213287362.html,"Cozy 2 BR Guesthouse near Disney & Little Saigon, $550/wk or $2000/mth","$2,000"
https://orangecounty.craigslist.org/apa/d/whittier-calif-ranch-style-bed-bath/7211312557.html,"Calif Ranch Style 3 bed 2 bath home, + Den,  huge yard, Garage, AC and","$3,650"
https://orangecounty.craigslist.org/apa/d/westminster-cozy-br-guesthouse-near/7217572408.html,"Cozy 2 BR Guesthouse near Disney & Little Saigon, $550/wk or $2000/mth","$1,999"
https://orangecounty.craigslist.org/apa/d/westminster-cozy-br-guesthouse-near/7213286109.html,"Cozy 2 BR Guesthouse near Disney & Little Saigon, $500/wk or $1900/mth","$1,900"
https://orangecounty.craigslist.org/apa/d/lake-forest-home-for-rent/7220790140.html,home for rent,"$2,950"
https://orangecounty.craigslist.org/apa/d/costa-mesa-charming-bed-bath-office-in/7220703858.html,Charming 3 bed / 2 bath + office in Dover Shores,"$8,500"
https://orangecounty.craigslist.org/apa/d/westminster-beautiful-br-home-in/7220603840.html,Beautiful 3 BR Home in Westminster !,"$2,650"
https://orangecounty.craigslist.org/apa/d/garden-grove-desirable-single-family/7206010887.html,Desirable single-family home located in beautiful historical Anaheim,"$3,795"
https://orangecounty.craigslist.org/apa/d/westminster-beautiful-newly-built-three/7204710772.html,"Beautiful newly built three bedroom, two and half bath home","$3,750"
https://orangecounty.craigslist.org/apa/d/stanton-beautiful-bedroom-house-in/7220393626.html,Beautiful 2 bedroom house in Stanton NW,"$2,300"
https://orangecounty.craigslist.org/apa/d/laguna-beach-studio-in-vintage-laguna/7220373636.html,Studio in Vintage Laguna Beach House,"$1,950"
https://orangecounty.craigslist.org/apa/d/newport-beach-5bd-4ba-beach-house/7203426614.html,5bd/4ba Beach house,"$1,375"
https://orangecounty.craigslist.org/apa/d/irvine-big-bedroom-avail-with-fresh/7206857264.html,Big bedroom avail with fresh update,$576
https://orangecounty.craigslist.org/apa/d/tustin-bedroom-single-family-home-in/7220272728.html,3 Bedroom Single Family Home in Gated Community,"$3,600"
https://orangecounty.craigslist.org/apa/d/huntington-beach-live-close-to-the/7220051234.html,Live close to the beach at the same time close to the city's comforts.,"$6,415"
https://orangecounty.craigslist.org/apa/d/anaheim-welcome-to-this-beautifully/7219976389.html,Welcome to this beautifully renovated home.,"$3,415"
https://orangecounty.craigslist.org/apa/d/laguna-niguel-gorgeous-house-on-big-lot/7219884928.html,"Gorgeous house on a big lot, with one of  best yards!","$4,310"
https://orangecounty.craigslist.org/apa/d/san-clemente-the-gated-front-yard/7219775174.html,"The gated front yard creates an impressive entrance for guest, setting","$3,600"
https://orangecounty.craigslist.org/apa/d/newport-beach-back-bay-house/7203676108.html,Back Bay House,"$2,395"
https://orangecounty.craigslist.org/apa/d/ladera-ranch-feel-relaxed-in-residing/7219518591.html,Feel relaxed in residing in this home offering you privacy and comfort,"$3,315"
https://orangecounty.craigslist.org/apa/d/irvine-bedroom-bath-remodeled-home-in/7216459448.html,4 bedroom/3 bath remodeled home in University Park,"$4,500"
https://orangecounty.craigslist.org/apa/d/anaheim-bdr-bath-lovely-anaheim-mid/7215651425.html,4 bdr/3 bath Lovely Anaheim Mid-Century Home w/Pool Short or Long Term,$145
https://orangecounty.craigslist.org/apa/d/costa-mesa-responsible-family-moving-to/7219093859.html,Responsible Family Moving to CA,"$2,000"
https://orangecounty.craigslist.org/apa/d/irvine-excellent-charming-15-bedrm/7205017042.html,Excellent Charming 1.5 Bedrm / 2 BTHRM JUST GOT RENEWED LIVING ROOM,$630
https://orangecounty.craigslist.org/apa/d/westminster-studio-for-rent-free-wifi/7218759484.html,"Studio For Rent - Free WiFi, Water & Power","$1,200"
https://orangecounty.craigslist.org/apa/d/laguna-beach-come-home-to-this/7218757305.html,Come home to this wonderful lease available today!,"$5,220"
https://orangecounty.craigslist.org/apa/d/huntington-beach-newer-545-in-gated/7218726144.html,Newer 5+4.5 in gated community,"$6,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-3bd-beachfront-house/7203427149.html,3bd Beachfront House,"$4,900"
https://orangecounty.craigslist.org/apa/d/newport-beach-rent-an-amazing-bed-bath/7218534914.html,Rent an amazing 2 bed 2 bath – Close to transit and bus lines!,"$2,525"
https://orangecounty.craigslist.org/apa/d/newport-beach-spacious-and-extensively/7218533760.html,"Spacious and extensively upgraded 2 bed, 2 bath in Newport Beach","$2,525"
https://orangecounty.craigslist.org/apa/d/anaheim-brand-new-remodeled-home-bed/7215429105.html,Brand New (remodeled) home 3 bed 2 bath,"$3,300"
https://orangecounty.craigslist.org/apa/d/irvine-resort-living-in-stunning-4bd/7218510373.html,Resort Living in Stunning 4bd with 1st Month FREE,"$3,950"
https://orangecounty.craigslist.org/apa/d/irvine-just-open-to-see-your-renewed/7204514159.html,Just open to see your renewed family home! NEW Patio,$620
https://orangecounty.craigslist.org/apa/d/mission-viejo-furnished-modern-spacious/7214188807.html,"Furnished, Modern, Spacious Guest House with High Ceiling","$1,490"
https://orangecounty.craigslist.org/apa/d/trabuco-canyon-beautiful-dove-canyon/7218112617.html,Beautiful Dove Canyon pool & view home,"$4,900"
https://orangecounty.craigslist.org/apa/d/newport-beach-bed-bath-car-garage-off/7201242643.html,"4-bed, 4-bath, 4 car garage 1 off the sand Newport","$7,500"
https://orangecounty.craigslist.org/apa/d/irvine-looking-for-small-house-2-bdr/7217983199.html,Looking for Small House (1-2 bdr) w/ Garage!,$0
https://orangecounty.craigslist.org/apa/d/newport-beach-pet-friendly-community-we/7217964128.html,Pet Friendly Community! We welcome your furry friends!,"$2,525"
https://orangecounty.craigslist.org/apa/d/san-juan-capistrano-ideally-located-at/7217933732.html,IDEALLY LOCATED AT THE END OF A PRIVATE COURTYARD,"$7,000"
https://orangecounty.craigslist.org/apa/d/fullerton-looking-for-home-for-rent/7217827231.html,Looking for a home for rent,"$1,300"
https://orangecounty.craigslist.org/apa/d/yorba-linda-bdrm-bath-house-right-on-oc/7217651494.html,"3-bdrm, 2-bath house right on OC border","$2,450"
https://orangecounty.craigslist.org/apa/d/irvine-quiet-cul-de-sac-5br-detached/7210248232.html,Quiet Cul-de-Sac 5BR Detached Irvine House Washer Dryer Refrigerator,"$3,700"
https://orangecounty.craigslist.org/apa/d/mission-viejo-4bd1-25-bath-in-cul-de/7208216634.html,4bd+1 / 2.5 Bath in a cul-de-sac with cute backyard for rent,"$3,690"
https://orangecounty.craigslist.org/apa/d/aliso-viejo-bed-bath-single-family/7217557066.html,4 bed 3 bath Single Family 1546sft w/ Fridge,"$3,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-enjoy-easy-access-to/7217373854.html,Enjoy easy access to public transportation at Fairway Villas Apartment,"$2,525"
https://orangecounty.craigslist.org/apa/d/lake-forest-bedroom-baker-ranch-home/7217380725.html,3 Bedroom baker Ranch home,"$4,000"
https://orangecounty.craigslist.org/apa/d/santa-ana-house-for-rent-in-prestigious/7217324573.html,House for rent in prestigious W. Floral Park,"$3,500"
https://orangecounty.craigslist.org/apa/d/fullerton-bedroom-bth-nice-area/7201360560.html,4 bedroom 2 bth Nice area,"$1,200"
https://orangecounty.craigslist.org/apa/d/yorba-linda-br-ft2-bdrm-bath-house/7217093813.html,"$2,450 / 3br - 1232ft2 - 3-bdrm, 2-bath house Green River home right","$2,450"
https://orangecounty.craigslist.org/apa/d/santa-ana-looking-for-family-to-rent/7215448514.html,Looking for Family to Rent,"$3,300"
https://orangecounty.craigslist.org/apa/d/mission-viejo-fully-upgraded-house-for/7217044868.html,Fully Upgraded House for Rent,"$3,500"
https://orangecounty.craigslist.org/apa/d/newport-beach-bedroom-bathroom-house/7217012748.html,4 bedroom 3 bathroom house,"$2,500"
https://orangecounty.craigslist.org/apa/d/costa-mesa-bedroom-bath-house-east-side/7216991610.html,3 Bedroom 1 bath house East Side Costa Mesa,"$2,800"
https://orangecounty.craigslist.org/apa/d/garden-grove-this-area-is-great-for/7208366361.html,This area is great for relaxing or letting little ones and fur babies,"$2,495"
https://orangecounty.craigslist.org/apa/d/laguna-woods-country-club-community-of/7216905659.html,Country Club Community of Glenwood/ Pasadera,"$4,495"
https://orangecounty.craigslist.org/apa/d/newport-coast-dream-home/7212772444.html,DREAM HOME,"$25,000"
https://orangecounty.craigslist.org/apa/d/irvine-beatiful-home/7201017440.html,BEATIFUL HOME,"$5,000"
https://orangecounty.craigslist.org/apa/d/irvine-gorgeous-home/7201012271.html,GORGEOUS HOME,"$5,300"
https://orangecounty.craigslist.org/apa/d/irvine-sparkling-clean-large-2bed-bath/7216510293.html,Sparkling clean large 2bed / 2 bath Woodbridge Irvine single story hou,"$2,350"
https://orangecounty.craigslist.org/apa/d/orange-prestigious-serrano-heights-home/7216486597.html,Prestigious Serrano Heights Home for Rent,"$3,950"
https://orangecounty.craigslist.org/apa/d/huntington-beach-huntington-beach-house/7216215019.html,Huntington Beach house for rent,"$4,500"
https://orangecounty.craigslist.org/apa/d/irvine-this-home-is-perfectly-located/7216073102.html,"This home is perfectly located close to park, plaza, and stores","$3,365"
https://orangecounty.craigslist.org/apa/d/westminster-blessed-bed-home-on-beach/7216016421.html,Blessed 2 bed home on 15621 Beach Blvd Spc 137,"$1,000"
https://orangecounty.craigslist.org/apa/d/anaheim-stop-renting-buy-home-today/7215901716.html,Stop renting. Buy a home today. Call today.,"$2,200"
https://orangecounty.craigslist.org/apa/d/santa-ana-room-for-rent/7215919617.html,Room for rent,$600
https://orangecounty.craigslist.org/apa/d/garden-grove-rent-bedroom-bath-house/7215842421.html,Rent 3 bedroom 2 bath house $2990,"$2,990"
https://orangecounty.craigslist.org/apa/d/huntington-beach-wayfarer-ln-huntington/7215774060.html,"16293 Wayfarer Ln, Huntington Beach","$3,750"
https://orangecounty.craigslist.org/apa/d/trabuco-canyon-amazing-floor-layout/7215691327.html,"Amazing floor layout, cathedral height ceilings, and numerous windows","$5,515"
https://orangecounty.craigslist.org/apa/d/huntington-beach-beautiful-quiet-4bds/7215648445.html,Beautiful & Quiet 4bds/2ba for rent,"$3,400"
https://orangecounty.craigslist.org/apa/d/cypress-dont-have-20k-30k-downpayment/7215443938.html,Don't have $20k-$30k downpayment for a home?  I can help,"$2,494"
https://orangecounty.craigslist.org/apa/d/anaheim-thinking-of-buying-home-buy/7215280680.html,Thinking of buying a home? Buy home. Call today.,"$2,200"
https://orangecounty.craigslist.org/apa/d/anaheim-beautiful-single-house-in/7215277110.html,Beautiful single house in STANTON- 3 bedroom 2 bath! Available now,"$2,995"
https://orangecounty.craigslist.org/apa/d/long-beach-dawson-lane/7198118347.html,15732 Dawson Lane,"$4,095"
https://orangecounty.craigslist.org/apa/d/east-irvine-private-detached-bedroom/7199362720.html,"1 Private Detached Bedroom, 1 full private bathroom  - Available Now!","$1,200"
https://orangecounty.craigslist.org/apa/d/los-alamitos-move-in-special-remodeled/7198003141.html,MOVE IN SPECIAL ~ Remodeled Los Alamitos 3 Bedroom Home,"$2,895"
https://orangecounty.craigslist.org/apa/d/newport-beach-just-stunning-spacious/7214999684.html,"Just stunning! Spacious 2 Bed, 2 bath with lots of light","$2,525"
https://orangecounty.craigslist.org/apa/d/orange-charming-bed-bath-home-located/7197433993.html,Charming 1 bed 1 bath home located in the heart of Orange,"$1,495"
https://orangecounty.craigslist.org/apa/d/lake-forest-meal-prep-and-caretaking/7214847718.html,*Meal Prep and Caretaking Required*,$250
https://orangecounty.craigslist.org/apa/d/orange-everything-you-want-and-more-bed/7214804540.html,"Everything you want and MORE! 2 bed, 2 bath house available!","$1,300"
https://orangecounty.craigslist.org/apa/d/costa-mesa-captivating-home-wonderful/7214703525.html,"Captivating Home, Wonderful Neighborhood!","$7,300"
https://orangecounty.craigslist.org/apa/d/whittier-bedroom-available-in-house/7198921589.html,Bedroom Available in house,$995
https://orangecounty.craigslist.org/apa/d/aliso-viejo-private-gated-community-is/7214627293.html,"Private gated community is this well located end unit three bedroom, 3",$990
https://orangecounty.craigslist.org/apa/d/mission-viejo-casta-del-sol-55-gated/7214577095.html,"Casta del Sol 55+ gated,  den, 2 ba, 2 car","$2,750"
https://orangecounty.craigslist.org/apa/d/villa-park-looking-to-rent-home-6mo/7214292375.html,Looking to rent home 6mo rent up front in hand!!,"$2,500"
https://orangecounty.craigslist.org/apa/d/garden-grove-charming-suite-room/7214128367.html,CHARMING SUITE (ROOM W/ PRIVATE BATH)..  GATED COMMUNITY,$995
https://orangecounty.craigslist.org/apa/d/newport-beach-bedroom-single-story/7213827498.html,2 bedroom single story Villa with backyard,"$2,525"
https://orangecounty.craigslist.org/apa/d/lake-forest-am-looking-to-rent-from-11/7213628549.html,I am looking to rent from 11/1 to 12/11,"$3,750"
https://orangecounty.craigslist.org/apa/d/la-palma-come-home-to-this-magnificent/7213548656.html,Come home to this magnificent lease!,"$3,020"
https://orangecounty.craigslist.org/apa/d/aliso-viejo-very-attractive-and-cozy/7213547475.html,Very attractive and cozy home you'll actually love to dwell in!,"$3,870"
https://orangecounty.craigslist.org/apa/d/dana-point-ideally-perfect-for-you/7213549859.html,Ideally perfect for you family to dwell in plus it's very accessible!,"$4,820"
https://orangecounty.craigslist.org/apa/d/huntington-beach-bright-open-huntington/7213410140.html,Bright & Open Huntington Beach Home for rent,"$3,600"
https://orangecounty.craigslist.org/apa/d/los-alamitos-new-low-price-2bd-1ba/7197445320.html,"New low price 2bd 1ba House w/carport, laundry hkup and yard","$2,050"
https://orangecounty.craigslist.org/apa/d/san-dimas-quiet-bedroom-bathroom-block/7213375094.html,Quiet 1 Bedroom 1 Bathroom; 1 Block away from University of  La Verne,$850
https://orangecounty.craigslist.org/apa/d/corona-del-mar-fully-remodeled-home-in/7213337606.html,Fully Remodeled Home in Corona Del Mar,"$9,000"
https://orangecounty.craigslist.org/apa/d/irvine-university-park-area-of-irvine/7213220519.html,University Park area of Irvine! 2 bedrooms & 2 bath all on one level.,"$2,000"
https://orangecounty.craigslist.org/apa/d/irvine-beautiful-home/7196804822.html,BEAUTIFUL HOME,"$4,575"
https://orangecounty.craigslist.org/apa/d/anaheim-3bed-25bath-pool-house-3500/7212619098.html,3bed/2.5bath Pool House $3500,"$3,500"
https://orangecounty.craigslist.org/apa/d/long-beach-2bedroom-house-in-the-rose/7212425069.html,2BEDROOM HOUSE IN THE ROSE PARK AREA,"$2,300"
https://orangecounty.craigslist.org/apa/d/santa-ana-room-for-rent-in-irvine-ready/7195216065.html,Room for rent in Irvine Ready to move-in Furnished,$900
https://orangecounty.craigslist.org/apa/d/huntington-beach-bed-25-bath-house-for/7212347964.html,3 bed 2.5 bath house for rent,"$3,695"
https://orangecounty.craigslist.org/apa/d/irvine-perfect-dear-b-bath-new-cabinetry/7198389045.html,Perfect Dear 3 B / 2 Bath New Cabinetry,$582
https://orangecounty.craigslist.org/apa/d/bellflower-1bed-ba-lovely-studio-house/7212340615.html,1BED 1 BA LOVELY STUDIO HOUSE AVAILABLE IN BELLFLOWER,"$1,200"
https://orangecounty.craigslist.org/apa/d/lake-forest-beautiful-fully-furnished/7212323215.html,Beautiful Fully Furnished 3 bed plus office and gym Rental 1 month minimum,"$6,000"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-house/7204417191.html,Lake Forest house,"$3,100"
https://orangecounty.craigslist.org/apa/d/la-habra-beautifully-unique-bed-bath/7200429377.html,Beautifully Unique 2 Bed/1 Bath House for Rent in La Habra Heights,"$2,400"
https://orangecounty.craigslist.org/apa/d/yorba-linda-newly-renovated-family/7211838207.html,Newly renovated family-owned tri-level home,"$4,985"
https://orangecounty.craigslist.org/apa/d/foothill-ranch-this-classic-home-is-now/7211691725.html,This classic home is now up for lease,"$6,215"
https://orangecounty.craigslist.org/apa/d/san-clemente-move-in-now-in-this/7211622384.html,Move-in now in this gorgeous home with spectacular views.,"$4,515"
https://orangecounty.craigslist.org/apa/d/irvine-lush-green-front-yard-welcomes/7211609692.html,A lush green front yard welcomes you in this much coveted community.,"$4,015"
https://orangecounty.craigslist.org/apa/d/garden-grove-scam-this-house-is-already/7211391635.html,SCAM! this house is already sold!,$0
https://orangecounty.craigslist.org/apa/d/san-clemente-great-single-level/7211332053.html,"Great single-level, panoramic ocean view home","$4,610"
https://orangecounty.craigslist.org/apa/d/irvine-safely-enclosed-2level-lovely/7211181509.html,Safely enclosed 2level lovely home. Great features to see. Attractive,"$3,280"
https://orangecounty.craigslist.org/apa/d/aliso-viejo-bedroom-house-for-lease-in/7211060417.html,4 bedroom house for lease in Aliso Viejo,"$3,600"
https://orangecounty.craigslist.org/apa/d/irvine-independent-master-bedroom/7210785013.html,Independent master bedroom,$800
